,trueX,trueY,trueZ,DNNX,DNNY,DNNZ,recoX,recoY,recoZ,nhits,recoVtxFOM,TrueTrackLengthInMRD,DR_reco,DR
2353,-45.162,-23.506,-44.892,0.000,18.905,0.000,-43.156,-33.966,-38.603,184.000,90.675,99.397,12.369,76.509
2354,-7.172,-2.302,5.725,0.000,4.119,0.000,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17316.614,11.200
2355,-28.519,-28.742,-19.078,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,62.000,-9999.000,0.000,17274.703,44.759
2356,19.655,11.037,22.119,3.207,0.000,0.000,-9999.000,-9999.000,-9999.000,23.000,-9999.000,0.000,17349.268,29.692
2357,-29.490,15.492,-37.293,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17289.210,50.004
2358,-36.372,-27.531,-29.998,8.328,0.000,0.000,-9999.000,-9999.000,-9999.000,122.000,-9999.000,0.000,17264.563,60.464
2359,-26.419,18.159,-48.226,0.000,9.636,0.000,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17286.230,55.645
2360,36.404,-30.996,-22.538,17.048,2.514,4.693,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17308.964,47.319
2361,16.741,-25.000,-20.924,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,56.000,-9999.000,0.000,17301.958,36.648
2362,1.487,0.088,-48.887,0.000,16.746,0.000,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17291.508,51.668
2363,-34.016,16.260,-31.778,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,98.000,-9999.000,0.000,17290.224,49.308
2364,-45.957,-12.350,-37.629,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,35.000,-9999.000,0.000,17263.405,60.667
2365,-28.410,-6.475,11.509,0.000,0.000,17.643,-9999.000,-9999.000,-9999.000,106.000,-9999.000,24.911,17305.303,29.777
2366,11.330,-16.865,10.557,27.021,7.718,7.790,-9999.000,-9999.000,-9999.000,137.000,-9999.000,116.587,17321.690,29.295
2367,14.604,49.275,49.197,4.567,9.689,33.925,-9999.000,-9999.000,-9999.000,91.000,-9999.000,11.258,17384.083,43.601
2368,34.849,-6.823,9.354,0.000,18.440,0.000,-9999.000,-9999.000,-9999.000,111.000,-9999.000,0.000,17340.383,44.047
2369,28.999,-41.756,28.029,16.584,0.000,25.766,-9999.000,-9999.000,-9999.000,44.000,-9999.000,0.000,17327.688,43.621
2370,3.941,-36.156,49.908,0.000,0.000,22.110,-9999.000,-9999.000,-9999.000,109.000,-9999.000,0.000,17329.098,45.777
2371,46.098,5.775,-36.679,12.173,12.340,0.000,-9999.000,-9999.000,-9999.000,42.000,-9999.000,0.000,17327.647,50.392
2372,-11.893,1.298,-6.276,6.759,8.962,2.626,-9999.000,-9999.000,-9999.000,28.000,-9999.000,0.000,17309.038,22.043
2373,-31.863,-10.335,17.258,9.627,0.000,0.000,-9999.000,-9999.000,-9999.000,71.000,-9999.000,0.000,17304.412,46.109
2374,43.727,44.858,6.617,0.000,48.401,0.000,-9999.000,-9999.000,-9999.000,113.000,-9999.000,0.000,17373.768,44.367
2375,-29.817,-1.363,46.364,6.407,0.000,1.519,-9999.000,-9999.000,-9999.000,89.000,-9999.000,0.000,17327.628,57.664
2376,-26.318,23.355,-5.937,0.000,11.572,0.000,-9999.000,-9999.000,-9999.000,39.000,-9999.000,0.000,17313.674,29.440
2377,10.805,44.237,30.119,23.112,14.533,29.619,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17367.960,32.157
2378,-12.514,1.873,41.480,18.455,4.608,0.000,-9999.000,-9999.000,-9999.000,50.000,-9999.000,0.000,17336.626,51.838
2379,29.532,-27.242,30.431,0.000,6.141,0.000,-9999.000,-9999.000,-9999.000,24.000,-9999.000,0.000,17337.730,53.969
2380,47.664,41.423,44.669,0.000,20.944,30.592,-9999.000,-9999.000,-9999.000,99.000,-9999.000,0.000,17396.001,53.753
2381,39.132,41.746,-40.909,0.000,0.000,44.574,-9999.000,-9999.000,-9999.000,45.000,-9999.000,0.000,17341.979,102.866
2382,33.561,49.666,20.428,0.000,37.181,0.000,-9999.000,-9999.000,-9999.000,155.000,-9999.000,0.000,17378.634,41.225
2383,-28.167,7.012,-34.869,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,91.000,-9999.000,0.000,17286.460,45.370
2384,-36.796,43.978,-33.317,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17303.807,66.318
2385,46.750,-21.146,41.941,47.718,14.780,39.174,-9999.000,-9999.000,-9999.000,76.000,-9999.000,10.430,17357.856,36.046
2386,19.214,-6.540,28.397,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,90.000,-9999.000,0.000,17342.507,34.905
2387,-14.360,27.243,24.100,0.000,24.367,32.277,-9999.000,-9999.000,-9999.000,97.000,-9999.000,0.000,17340.159,16.773
2388,39.534,37.885,-41.010,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,37.000,-9999.000,0.000,17339.919,68.411
2389,4.608,41.456,1.795,0.000,26.373,0.000,-9999.000,-9999.000,-9999.000,173.000,-9999.000,156.871,17346.436,15.873
2390,44.788,-9.439,8.994,35.838,18.106,3.112,-9999.000,-9999.000,-9999.000,17.000,-9999.000,0.000,17344.421,29.554
2391,13.052,27.071,45.459,16.140,0.000,7.958,-9999.000,-9999.000,-9999.000,281.000,-9999.000,0.000,17368.202,46.354
2392,-46.914,39.157,-14.569,0.000,27.806,21.030,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17305.995,59.976
2393,-13.960,-10.082,-8.603,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,25.000,-9999.000,0.000,17299.929,19.249
2394,32.932,-38.488,27.788,0.000,0.000,33.652,-9999.000,-9999.000,-9999.000,96.000,-9999.000,0.000,17331.703,50.992
2395,-1.145,-42.068,-9.988,8.185,0.000,0.000,-9999.000,-9999.000,-9999.000,50.000,-9999.000,0.000,17288.087,44.233
2396,-37.934,-45.381,-43.392,2.758,0.000,0.000,-9999.000,-9999.000,-9999.000,312.000,-9999.000,3.908,17245.623,74.821
2397,27.877,-20.356,26.470,7.929,0.000,4.474,-9999.000,-9999.000,-9999.000,97.000,-9999.000,0.000,17338.444,36.001
2398,0.849,17.248,-22.591,12.639,0.000,0.000,-9999.000,-9999.000,-9999.000,250.000,-9999.000,146.304,17316.205,30.771
2399,42.292,32.885,-26.820,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,28.000,-9999.000,0.000,17346.776,59.911
2400,36.186,-16.289,38.344,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,117.000,-9999.000,0.000,17352.457,55.182
2401,-39.329,-17.727,34.031,19.972,0.000,26.870,-9999.000,-9999.000,-9999.000,76.000,-9999.000,0.000,17305.565,62.307
2402,-38.439,-8.038,33.480,0.000,35.089,0.000,-9999.000,-9999.000,-9999.000,85.000,-9999.000,7.573,17311.347,66.771
2403,-42.847,-19.944,-24.883,0.000,0.000,0.000,-39.810,-21.948,-32.877,172.000,92.539,41.159,8.783,53.412
2404,-31.951,-0.678,31.196,0.000,28.894,0.487,-9999.000,-9999.000,-9999.000,46.000,-9999.000,0.000,17318.006,53.277
2405,-32.059,33.019,-1.618,3.185,18.815,19.132,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17318.457,43.295
2406,-14.548,20.606,-0.077,0.000,8.623,0.000,-9999.000,-9999.000,-9999.000,23.000,-9999.000,0.000,17322.247,18.848
2407,10.209,-19.774,-4.185,0.139,12.786,1.000,4.753,-18.558,-1.698,167.000,86.831,23.453,6.118,34.474
2408,25.546,-22.518,-45.599,30.634,0.000,0.000,26.530,-22.734,-55.839,318.000,92.636,34.678,10.289,51.110
2409,31.345,-27.464,-7.607,0.000,0.000,13.431,-9999.000,-9999.000,-9999.000,11.000,-9999.000,0.000,17316.677,46.684
2410,-27.324,45.873,-27.434,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,69.000,-9999.000,0.000,17313.750,60.030
2411,-1.502,37.775,-2.243,0.000,23.760,0.000,-9999.000,-9999.000,-9999.000,149.000,-9999.000,0.000,17338.453,14.272
2412,47.654,-31.814,-18.692,0.000,0.000,0.000,45.275,-61.579,-64.239,108.000,85.105,8.715,54.462,60.270
2413,-12.415,27.219,-18.364,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,49.000,-9999.000,0.000,17316.756,35.103
2414,32.523,24.478,-41.483,19.194,0.000,0.000,33.531,24.688,-39.439,137.000,91.985,17.592,2.289,49.977
2415,-24.006,-44.198,41.436,0.000,0.000,19.704,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17303.437,54.791
2416,5.061,11.054,-44.941,0.000,26.584,0.000,-4.796,4.556,-19.381,180.000,92.082,45.740,28.155,47.817
2417,13.033,-23.095,-7.945,0.000,3.273,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17308.399,30.467
2418,17.374,-43.107,-5.382,30.193,0.000,0.000,-9999.000,-9999.000,-9999.000,16.000,-9999.000,0.000,17300.866,45.294
2419,23.246,7.299,22.742,44.162,6.806,10.957,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17349.546,24.012
2420,-0.372,43.374,-48.093,0.000,0.000,0.000,-0.532,47.704,-53.793,115.000,89.022,8.071,7.160,64.764
2421,-23.868,-2.821,16.384,27.401,0.000,9.038,-9999.000,-9999.000,-9999.000,92.000,-9999.000,0.000,17312.850,51.869
2422,36.209,30.381,-33.167,0.000,10.984,0.000,28.856,30.306,-35.472,194.000,91.365,40.722,7.706,52.796
2423,19.842,-2.917,21.123,12.930,2.111,24.346,-9999.000,-9999.000,-9999.000,114.000,-9999.000,74.861,17340.754,9.135
2424,-6.056,14.564,-42.563,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,30.000,-9999.000,0.000,17299.163,45.392
2425,-29.338,-17.492,-0.084,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,17.000,-9999.000,0.000,17291.703,34.157
2426,18.584,5.001,49.227,10.155,10.280,37.763,-9999.000,-9999.000,-9999.000,132.000,-9999.000,43.867,17360.844,15.177
2427,43.760,36.708,7.915,20.502,26.034,7.675,-9999.000,-9999.000,-9999.000,115.000,-9999.000,0.000,17369.825,25.592
2428,-32.044,-33.025,-27.270,0.000,1.790,0.000,-9999.000,-9999.000,-9999.000,44.000,-9999.000,0.000,17265.465,54.613
2429,-41.738,31.351,-28.588,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,48.000,-9999.000,0.000,17296.362,59.517
2430,-15.186,29.280,-13.093,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,50.000,-9999.000,0.000,17319.390,35.487
2431,-11.602,-42.682,-20.920,1.579,0.000,0.000,-9999.000,-9999.000,-9999.000,227.000,-9999.000,154.984,17275.372,49.327
2432,5.635,40.384,-37.191,0.000,31.868,0.000,-9999.000,-9999.000,-9999.000,25.000,-9999.000,0.000,17323.960,38.567
2433,-9.980,-1.369,-9.141,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,26.000,-9999.000,0.000,17306.947,13.603
2434,-27.694,27.191,28.035,0.000,40.631,1.274,-9999.000,-9999.000,-9999.000,195.000,-9999.000,73.158,17334.730,40.789
2435,-35.406,-39.964,19.818,0.000,26.774,16.356,-9999.000,-9999.000,-9999.000,76.000,-9999.000,0.000,17286.767,75.628
2436,-17.276,48.492,-43.824,26.565,14.230,0.000,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17311.627,70.827
2437,17.935,29.897,18.310,9.792,0.000,0.000,-9999.000,-9999.000,-9999.000,36.000,-9999.000,0.000,17356.966,35.992
2438,5.421,42.550,40.514,34.373,42.403,36.196,-9999.000,-9999.000,-9999.000,50.000,-9999.000,10.488,17369.888,29.273
2439,41.964,-10.604,-3.837,11.744,0.000,0.000,-9999.000,-9999.000,-9999.000,110.000,-9999.000,0.000,17334.714,32.255
2440,-24.658,-10.203,48.833,0.000,17.813,44.522,-9999.000,-9999.000,-9999.000,156.000,-9999.000,5.925,17326.930,37.570
2441,-38.278,46.794,-44.694,0.000,15.175,0.000,-9999.000,-9999.000,-9999.000,71.000,-9999.000,18.716,17298.039,66.802
2442,-2.480,46.108,-2.714,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,53.000,-9999.000,0.000,17342.443,46.254
2443,-18.813,36.754,40.353,0.019,39.892,40.581,-9999.000,-9999.000,-9999.000,96.000,-9999.000,11.969,17352.495,19.093
2444,-40.120,14.775,18.289,0.924,0.000,0.000,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17314.764,47.302
2445,-46.916,-25.879,45.636,0.000,0.000,30.391,-9999.000,-9999.000,-9999.000,43.000,-9999.000,0.000,17303.232,55.707
2446,26.614,-37.359,-38.386,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,55.000,-9999.000,0.000,17290.490,59.812
2447,24.628,40.004,-17.332,0.000,0.511,0.000,-9999.000,-9999.000,-9999.000,61.000,-9999.000,0.000,17346.135,49.665
2448,28.535,-22.363,-0.982,0.000,1.462,8.996,-9999.000,-9999.000,-9999.000,214.000,-9999.000,151.631,17321.810,38.489
2449,33.659,-37.227,11.564,19.298,0.000,2.610,-9999.000,-9999.000,-9999.000,128.000,-9999.000,36.525,17323.468,40.893
2450,-7.361,21.448,33.155,0.000,39.253,0.000,-9999.000,-9999.000,-9999.000,43.000,-9999.000,0.000,17346.076,38.347
2451,44.440,37.473,-16.952,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,253.000,-9999.000,0.000,17356.346,60.552
2452,19.128,-32.886,-7.181,13.640,18.267,3.103,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17306.726,52.465
2453,-4.614,-5.639,-38.632,0.000,0.000,0.000,4.506,-3.729,-39.662,175.000,93.278,40.714,9.375,39.313
2454,-36.139,18.174,-35.739,0.000,12.161,3.006,-9999.000,-9999.000,-9999.000,37.000,-9999.000,0.000,17287.826,53.323
2455,-7.269,36.386,-22.254,0.000,31.009,0.000,-9999.000,-9999.000,-9999.000,149.000,-9999.000,0.000,17322.792,24.021
2456,2.669,25.477,-26.725,8.612,0.000,4.833,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17319.636,40.992
2457,-34.369,44.543,41.133,0.000,44.733,30.316,-9999.000,-9999.000,-9999.000,17.000,-9999.000,0.000,17348.513,36.031
2458,27.232,42.885,40.653,42.490,12.105,13.265,-9999.000,-9999.000,-9999.000,137.000,-9999.000,141.066,17382.733,43.935
2459,24.116,-38.710,-46.602,7.560,0.000,0.000,37.864,-41.966,-31.589,211.000,95.960,37.416,20.616,62.804
2460,24.518,35.448,27.952,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,64.000,-9999.000,0.000,17369.537,51.371
2461,-41.833,27.303,-9.369,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,199.000,-9999.000,148.916,17305.047,50.826
2462,-30.146,49.650,33.888,0.000,0.000,4.928,-9999.000,-9999.000,-9999.000,44.000,-9999.000,0.000,17349.705,64.905
2463,45.540,-21.246,23.383,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,32.000,-9999.000,0.000,17346.369,55.426
2464,39.501,-9.255,-22.637,0.000,14.957,0.000,-9999.000,-9999.000,-9999.000,58.000,-9999.000,0.000,17323.231,51.565
2465,-0.869,-47.796,-44.309,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,126.000,-9999.000,0.000,17265.137,65.181
2466,47.694,1.748,-7.800,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,26.000,-9999.000,0.000,17342.869,48.359
2467,-23.221,-34.847,-35.699,2.647,0.000,0.000,-9999.000,-9999.000,-9999.000,125.000,-9999.000,0.000,17264.642,56.195
2468,28.182,46.120,29.610,15.071,26.720,27.855,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17378.775,23.481
2469,-9.667,-20.318,22.631,0.000,0.000,34.673,-9999.000,-9999.000,-9999.000,96.000,-9999.000,0.000,17314.559,25.520
2470,-1.242,-47.480,-16.863,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,121.000,-9999.000,0.000,17280.943,50.401
2471,-16.164,-5.948,7.957,2.779,0.000,5.688,-9999.000,-9999.000,-9999.000,102.000,-9999.000,0.000,17310.612,19.984
2472,28.567,-17.457,22.950,0.000,0.225,0.000,-9999.000,-9999.000,-9999.000,26.000,-9999.000,0.000,17338.477,40.687
2473,-35.928,38.552,37.699,0.000,24.308,0.000,-9999.000,-9999.000,-9999.000,45.000,-9999.000,0.000,17342.162,53.990
2474,21.847,-28.884,30.411,12.530,0.000,37.367,-9999.000,-9999.000,-9999.000,93.000,-9999.000,36.377,17332.330,31.137
2475,-11.367,-26.107,37.012,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,42.000,-9999.000,0.000,17318.572,46.698
2476,28.633,-45.877,10.536,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,38.000,-9999.000,0.000,17314.990,55.096
2477,45.020,-14.501,24.127,34.738,0.000,21.783,-9999.000,-9999.000,-9999.000,52.000,-9999.000,0.000,17350.378,17.930
2478,19.723,26.044,19.956,38.453,28.533,23.957,-9999.000,-9999.000,-9999.000,46.000,-9999.000,0.000,17356.722,19.313
2479,20.932,47.297,-1.662,27.238,20.361,2.790,16.702,32.684,-28.694,159.000,87.031,99.861,31.019,28.021
2480,-15.532,3.796,-45.007,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,82.000,-9999.000,0.000,17286.050,47.763
2481,39.780,-43.124,36.181,35.009,0.000,34.934,-9999.000,-9999.000,-9999.000,74.000,-9999.000,17.649,17337.861,43.405
2482,-26.400,49.908,4.542,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,56.000,-9999.000,0.000,17335.056,56.643
2483,-17.834,40.575,-19.858,0.000,19.700,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17320.509,33.884
2484,36.282,35.696,35.930,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,52.000,-9999.000,0.000,17381.077,62.302
2485,-34.802,-40.144,0.026,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,43.000,-9999.000,0.000,17275.548,53.129
2486,-28.593,15.941,-19.976,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,55.000,-9999.000,0.000,17299.970,38.350
2487,24.218,15.498,-22.688,29.791,0.000,49.927,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17328.643,74.459
2488,5.768,-37.971,-0.540,0.000,0.000,16.614,-9999.000,-9999.000,-9999.000,81.000,-9999.000,0.000,17299.904,42.064
2489,-45.639,37.570,-15.219,0.000,36.291,5.337,-9999.000,-9999.000,-9999.000,19.000,-9999.000,0.000,17305.433,50.071
2490,32.726,7.760,-48.142,0.000,1.072,0.000,-9999.000,-9999.000,-9999.000,217.000,-9999.000,158.385,17314.455,58.595
2491,32.287,-25.649,8.755,39.584,3.071,1.086,-9999.000,-9999.000,-9999.000,133.000,-9999.000,49.196,17327.712,30.609
2492,46.200,32.621,-49.478,29.908,30.720,0.000,-9999.000,-9999.000,-9999.000,30.000,-9999.000,0.000,17335.872,52.126
2493,-47.993,-7.434,-32.989,6.872,0.000,0.000,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17267.753,64.449
2494,-39.787,33.034,5.310,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,35.000,-9999.000,0.000,17318.021,51.985
2495,47.122,4.790,-43.188,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,103.000,-9999.000,0.000,17323.931,64.099
2496,-0.938,-41.173,43.993,0.000,0.000,25.191,-9999.000,-9999.000,-9999.000,115.000,-9999.000,127.804,17319.967,45.273
2497,-10.365,24.793,18.482,1.178,25.578,26.041,-9999.000,-9999.000,-9999.000,76.000,-9999.000,12.280,17337.797,13.820
2498,-27.816,37.416,-0.047,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,30.000,-9999.000,0.000,17324.353,46.623
2499,7.669,5.342,30.691,8.305,0.000,0.000,-9999.000,-9999.000,-9999.000,26.000,-9999.000,0.000,17344.019,31.159
2500,-37.422,-3.071,0.079,0.000,0.000,10.669,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17295.468,39.013
2501,-1.364,-4.956,15.785,0.433,0.000,8.015,-9999.000,-9999.000,-9999.000,200.000,-9999.000,90.384,17324.248,9.389
2502,3.999,-39.637,-37.843,10.381,0.000,0.000,-9999.000,-9999.000,-9999.000,109.000,-9999.000,0.000,17276.387,55.172
2503,29.926,-45.076,48.957,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17338.437,72.967
2504,16.430,7.899,32.988,30.673,0.000,32.743,-9999.000,-9999.000,-9999.000,97.000,-9999.000,6.736,17351.877,16.289
2505,34.864,-1.444,-38.891,0.000,35.630,0.000,-9999.000,-9999.000,-9999.000,49.000,-9999.000,0.000,17315.696,64.051
2506,6.961,-23.759,-8.172,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,115.000,-9999.000,0.000,17304.373,26.072
2507,46.521,-32.074,46.791,28.139,0.000,0.268,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17354.251,59.422
2508,-20.460,10.124,24.120,13.693,0.000,2.603,-9999.000,-9999.000,-9999.000,25.000,-9999.000,0.000,17326.764,41.616
2509,-4.236,-37.342,-15.840,19.352,0.000,0.000,-9999.000,-9999.000,-9999.000,40.000,-9999.000,0.000,17285.642,46.922
2510,39.528,-43.265,36.094,31.948,0.000,7.659,-9999.000,-9999.000,-9999.000,36.000,-9999.000,0.000,17337.584,52.325
2511,-31.569,-40.994,49.823,19.767,0.000,0.000,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17305.791,82.451
2512,40.233,8.477,37.678,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,30.000,-9999.000,0.000,17368.670,55.769
2513,43.455,14.908,-15.515,19.352,5.135,0.000,-9999.000,-9999.000,-9999.000,38.000,-9999.000,0.000,17343.564,30.285
2514,-48.292,43.533,-2.445,0.000,19.667,0.000,-9999.000,-9999.000,-9999.000,168.000,-9999.000,40.109,17314.739,53.923
2515,8.630,34.285,46.452,0.000,20.778,30.672,-9999.000,-9999.000,-9999.000,154.000,-9999.000,179.902,17370.394,22.493
2516,-40.507,-18.150,-22.482,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,89.000,-9999.000,0.000,17271.939,49.756
2517,19.787,-45.092,-29.408,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,34.000,-9999.000,0.000,17287.254,57.355
2518,-40.197,22.503,40.900,0.000,35.037,1.661,-9999.000,-9999.000,-9999.000,32.000,-9999.000,0.000,17332.278,57.555
2519,-8.252,32.911,-24.314,0.000,20.073,3.850,-9999.000,-9999.000,-9999.000,83.000,-9999.000,0.000,17319.026,32.033
2520,14.258,38.864,-30.845,14.746,22.721,0.000,-9999.000,-9999.000,-9999.000,186.000,-9999.000,73.451,17331.710,34.817
2521,-41.736,-21.257,15.841,0.000,0.345,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17291.602,49.593
2522,19.384,-19.810,-19.467,10.556,0.000,0.000,-9999.000,-9999.000,-9999.000,60.000,-9999.000,0.000,17307.320,29.143
2523,2.895,-23.162,-5.290,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,38.000,-9999.000,0.000,17304.031,23.934
2524,3.477,34.909,19.270,0.000,22.720,0.000,-9999.000,-9999.000,-9999.000,47.000,-9999.000,0.000,17352.078,23.065
2525,-13.745,-5.582,-31.787,0.000,0.895,0.000,-9999.000,-9999.000,-9999.000,57.000,-9999.000,0.000,17289.276,35.232
2526,-41.067,-3.245,16.687,0.000,6.043,18.816,-9999.000,-9999.000,-9999.000,50.000,-9999.000,0.000,17302.876,42.158
2527,-42.483,-18.586,0.413,0.000,2.788,0.000,-9999.000,-9999.000,-9999.000,47.000,-9999.000,0.000,17283.783,47.559
2528,-28.855,-9.265,28.562,0.000,14.263,32.127,-9999.000,-9999.000,-9999.000,86.000,-9999.000,11.480,17313.307,37.401
2529,-19.812,-36.858,49.671,0.000,0.000,40.883,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17314.856,42.758
2530,-12.136,-8.681,15.881,0.000,4.116,1.327,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17315.940,22.866
2531,45.327,2.461,11.953,4.989,2.961,10.501,-9999.000,-9999.000,-9999.000,109.000,-9999.000,0.000,17353.297,40.368
2532,-9.679,-36.154,-17.361,9.636,0.000,0.000,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17282.302,44.515
2533,-0.902,-34.554,42.166,0.000,19.946,16.910,-9999.000,-9999.000,-9999.000,71.000,-9999.000,0.000,17322.735,60.075
2534,-34.992,14.898,27.492,2.995,0.000,12.221,-9999.000,-9999.000,-9999.000,121.000,-9999.000,33.513,17323.110,43.568
2535,-46.446,-4.420,-3.585,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,12.000,-9999.000,0.000,17287.373,46.793
2536,-44.348,-48.458,-22.166,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,22.000,-9999.000,0.000,17252.409,69.327
2537,25.566,26.959,-36.015,12.924,38.533,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17328.383,39.886
2538,28.222,-13.459,-37.381,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,100.000,-9999.000,0.000,17305.781,48.734
2539,-27.135,-23.549,47.513,0.000,14.498,0.000,-9999.000,-9999.000,-9999.000,17.000,-9999.000,0.000,17317.048,66.643
2540,12.292,48.200,35.068,1.711,21.068,32.046,-9999.000,-9999.000,-9999.000,48.000,-9999.000,0.000,17373.967,29.279
2541,8.265,6.579,17.009,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,213.000,-9999.000,0.000,17337.168,20.022
2542,-48.014,-28.157,41.395,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17298.826,69.366
2543,30.120,-47.343,29.739,33.622,0.000,27.774,-9999.000,-9999.000,-9999.000,69.000,-9999.000,0.000,17326.117,47.513
2544,0.039,-46.202,-24.567,28.189,0.000,0.000,-9999.000,-9999.000,-9999.000,12.000,-9999.000,0.000,17277.971,59.419
2545,-1.531,42.873,-47.914,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,39.000,-9999.000,0.000,17315.101,64.313
2546,-41.705,-31.985,17.111,8.821,0.000,0.000,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17286.168,62.199
2547,-3.808,-27.406,23.610,0.000,6.270,0.000,-9999.000,-9999.000,-9999.000,30.000,-9999.000,0.000,17314.424,41.304
2548,-21.832,-33.882,-48.259,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,43.000,-9999.000,0.000,17258.757,62.877
2549,-13.235,13.570,6.139,8.518,0.000,0.000,-9999.000,-9999.000,-9999.000,41.000,-9999.000,0.000,17322.525,26.363
2550,39.999,-35.174,25.852,40.251,0.000,20.478,-9999.000,-9999.000,-9999.000,48.000,-9999.000,35.176,17336.579,35.583
2551,27.260,49.234,47.133,0.000,39.286,0.000,-9999.000,-9999.000,-9999.000,192.000,-9999.000,0.000,17390.161,55.350
2552,13.902,-33.261,-49.245,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,195.000,-9999.000,14.420,17279.230,61.030
2553,29.958,-47.836,42.725,27.836,0.000,21.942,-9999.000,-9999.000,-9999.000,31.000,-9999.000,0.000,17333.260,52.199
