,truevtxX,truevtxY,truevtxZ,recovtxX,recovtxY,recovtxZ,Gridpoint,Predicted_Gridpoint,Reco_Gridpoint,DR,vtx_x,vtx_y,vtx_z,DR_reco,DR_DNN
415,40.043,-10.421,-14.762,118.162,-198.000,-45.130,14929.000,14419.413,10826.000,205.453,40,-20,-20,205.452,10.918
416,2.405,-38.871,-46.657,1.884,-50.776,-36.263,11265.000,12931.778,12405.000,15.812,0,-40,-50,15.813,4.270
417,-6.374,-38.998,-49.244,-0.050,-43.719,-45.396,11264.000,10341.074,11234.000,8.780,-10,-40,-50,8.780,3.837
418,60.071,-25.416,-31.195,59.001,-28.565,-23.963,12501.000,13251.820,13700.000,7.960,60,-30,-40,7.960,9.927
419,11.648,-13.062,-12.899,1.634,-9.449,-3.673,14926.000,14747.182,16155.000,14.088,10,-20,-20,14.087,10.064
420,-56.044,1.906,-37.168,-86.402,17.585,15.718,12579.000,12271.225,18606.000,62.963,-60,0,-40,62.963,5.225
421,2.781,-9.756,-21.828,-0.544,-6.836,-26.054,13755.000,11390.992,13754.000,6.119,0,-10,-30,6.119,8.636
422,-71.978,-15.738,-56.487,-78.631,-31.634,-56.728,10117.000,8383.852,10057.000,17.234,-80,-20,-60,17.234,9.740
423,-73.190,-40.491,-73.846,-72.275,-42.441,-77.426,7627.000,9229.166,7627.000,4.179,-80,-50,-80,4.178,13.216
424,-76.561,-29.249,-44.017,-80.160,-34.411,-10.029,11287.000,13495.791,14856.000,34.566,-80,-30,-50,34.566,6.942
425,-1.987,-7.438,-1.450,92.696,40.925,-67.220,16154.000,13756.785,9114.000,125.018,-10,-10,-10,125.018,11.995
426,47.445,-19.927,-65.641,52.691,-25.069,-70.478,8929.000,9867.558,7700.000,8.796,40,-20,-70,8.795,8.628
427,-32.491,-36.136,-36.178,-27.694,-36.017,-27.570,12461.000,12497.283,13662.000,9.856,-40,-40,-40,9.855,9.269
428,7.805,-25.341,-51.061,12.242,-22.696,-38.934,10095.000,11694.804,12496.000,13.181,0,-30,-60,13.181,12.749
429,-84.934,-16.242,-25.687,-88.932,-38.305,-16.972,13716.000,12297.258,14856.000,24.056,-90,-20,-30,24.056,7.641
430,68.779,-24.909,-18.881,71.313,-29.827,-17.893,14901.000,14105.663,14902.000,5.620,60,-30,-20,5.620,10.210
431,-73.900,42.790,-25.009,-81.176,49.263,-21.171,13897.000,13808.124,13896.000,10.468,-80,40,-30,10.468,8.361
432,-26.025,48.965,-39.111,-16.097,20.520,-107.108,12702.000,12790.276,4243.000,74.372,-30,40,-40,74.373,9.847
433,-72.297,-26.963,-54.548,-75.555,-34.848,-57.251,10087.000,10087.011,10057.000,8.950,-80,-30,-60,8.950,9.914
434,-88.294,-31.643,-25.127,-79.242,-32.056,-29.168,13656.000,13920.150,13657.000,9.922,-90,-40,-30,9.922,9.823
435,32.469,-40.289,-37.306,-2.098,-75.981,70.443,12438.000,10567.374,25544.000,118.654,30,-50,-40,118.653,10.376
436,24.853,-42.076,-59.907,23.640,-40.441,-54.110,10037.000,10843.301,10037.000,6.144,20,-50,-60,6.144,9.292
437,69.783,1.262,-57.443,69.596,-4.677,-52.176,10191.000,10079.562,10161.000,7.940,60,0,-60,7.940,10.190
438,-32.894,-39.185,-59.492,-39.316,-55.476,-67.130,10061.000,10857.396,8801.000,19.105,-40,-40,-60,19.104,7.171
439,13.350,22.249,-49.393,12.466,26.280,-48.958,11446.000,11865.102,11446.000,4.150,10,20,-50,4.150,4.080
440,35.190,-3.095,-68.434,44.346,-10.592,-62.219,8958.000,9815.883,8929.000,13.367,30,-10,-70,13.367,8.779
441,13.836,10.827,-37.828,10.800,-7.106,-34.124,12616.000,12892.500,12556.000,18.561,10,10,-40,18.562,4.485
442,26.493,48.314,-62.220,46.465,41.464,-43.670,9107.000,10496.865,11509.000,28.106,20,40,-70,28.105,13.108
443,-4.999,0.212,-77.775,-13.764,-2.329,-69.346,7784.000,7578.227,8953.000,12.422,-10,0,-80,12.423,5.478
444,81.322,-34.721,-45.386,84.323,-32.344,-40.551,11273.000,12368.118,11273.000,6.167,80,-40,-50,6.167,7.135
445,53.702,-13.195,-59.584,55.783,-5.897,-48.995,10130.000,10092.013,11360.000,13.027,50,-20,-60,13.028,7.758
446,-39.958,-27.305,-61.060,-42.836,-38.707,-48.353,8891.000,10891.539,11260.000,17.314,-40,-30,-70,17.313,9.337
447,61.185,35.754,-25.863,62.977,33.172,-26.355,13881.000,13138.192,13881.000,3.182,60,30,-30,3.181,7.185
448,39.871,27.805,-38.790,38.343,16.471,-26.532,12648.000,12616.710,13818.000,16.764,30,20,-40,16.765,12.642
449,70.597,9.573,-15.828,91.395,2.060,82.647,14992.000,13192.560,26994.000,100.927,70,0,-20,100.927,10.460
450,84.204,9.754,-33.061,90.700,11.366,-31.107,12593.000,12153.120,12624.000,6.972,80,0,-40,6.972,12.687
451,8.832,-24.854,-65.864,11.337,-18.816,-69.266,8895.000,9540.336,8926.000,7.369,0,-30,-70,7.369,11.027
452,-34.248,-26.059,-58.008,-32.160,-22.708,-65.825,10091.000,10113.855,8891.000,8.758,-40,-30,-60,8.758,7.252
453,-15.277,-35.072,-76.611,-15.878,-43.051,-85.532,7663.000,11032.619,6433.000,11.984,-20,-40,-80,11.984,7.621
454,12.203,23.561,-34.428,13.392,17.827,-28.367,12646.000,13836.079,13816.000,8.428,10,20,-40,8.428,6.970
455,-41.502,22.700,-78.755,-62.685,16.979,-81.942,7840.000,8694.294,6608.000,22.172,-50,20,-80,22.172,9.003
456,-44.564,11.396,-60.651,-47.617,14.410,-62.438,9010.000,9341.907,9010.000,4.648,-50,10,-70,4.647,10.904
457,56.516,-12.295,-22.427,48.759,-11.118,-20.534,13730.000,12809.862,13729.000,8.070,50,-20,-30,8.071,12.616
458,-10.289,-21.075,-22.422,-9.556,-19.350,-3.015,13693.000,14611.696,16124.000,19.498,-20,-30,-30,19.497,15.211
459,-6.473,42.247,-70.413,5.269,38.778,-83.853,7904.000,8183.730,6675.000,18.180,-10,40,-80,18.181,10.459
460,0.869,5.370,-11.856,14.385,-26.519,-41.741,14985.000,14954.567,11296.000,45.746,0,0,-20,45.746,9.794
461,-14.734,-39.975,-43.852,-5.151,-47.923,-29.554,11263.000,12655.468,13634.000,18.959,-20,-40,-50,18.959,8.095
462,-31.603,39.760,-76.103,-30.807,47.258,-82.398,7871.000,9545.563,6701.000,9.823,-40,30,-80,9.822,13.452
463,-81.949,-3.556,-45.592,-77.379,-1.325,-30.483,11346.000,11270.070,12547.000,15.942,-90,-10,-50,15.942,11.215
464,41.670,28.891,-1.229,44.790,19.297,7.181,16249.000,15340.293,17419.000,13.134,40,20,-10,13.134,12.600
465,-78.725,9.252,-12.877,-77.811,8.922,-8.255,14977.000,14920.434,16177.000,4.723,-80,0,-20,4.723,11.746
466,70.572,20.946,-25.602,70.686,19.013,-15.641,13852.000,14661.413,15022.000,10.148,70,20,-30,10.147,4.535
467,75.919,-24.063,-47.449,86.648,-45.996,-6.713,11302.000,11955.998,16043.000,47.493,70,-30,-50,47.493,8.763
468,77.700,-40.334,-17.660,91.089,-6.454,35.684,14842.000,13537.434,20964.000,64.597,70,-50,-20,64.596,12.578
469,-40.451,-47.279,-29.638,-37.411,-42.915,-24.952,13630.000,11685.092,13631.000,7.088,-50,-50,-30,7.088,9.936
470,54.074,17.997,-41.693,54.638,17.356,-40.184,11420.000,11807.953,11420.000,1.734,50,10,-50,1.734,12.229
471,87.045,39.544,-20.306,110.015,-7.489,87.866,13883.000,13394.543,26966.000,120.171,80,30,-30,120.170,15.320
472,-52.398,-40.943,-57.933,-60.044,-42.699,-65.777,10029.000,8963.779,8828.000,11.094,-60,-50,-60,11.094,12.004
473,-13.572,-43.665,-0.288,-7.574,-46.892,-0.172,16033.000,15363.979,16034.000,6.813,-20,-50,-10,6.812,13.258
474,66.189,-41.592,-31.760,128.311,-75.369,-23.831,12441.000,12440.943,13557.000,71.154,60,-50,-40,71.154,13.300
475,80.604,47.675,-18.418,59.558,66.995,-26.402,15113.000,14093.892,13970.000,29.664,80,40,-20,29.664,7.860
476,70.105,37.242,-12.052,72.781,20.041,-7.167,15082.000,14137.341,16252.000,18.080,70,30,-20,18.080,10.753
477,20.207,-28.090,-6.601,20.143,-30.212,2.247,16097.000,17267.828,17267.000,9.099,20,-30,-10,9.099,3.904
478,7.366,24.000,-0.566,14.657,20.850,9.835,16245.000,15113.268,17446.000,13.086,0,20,-10,13.087,12.620
479,-34.889,46.554,-36.994,-33.617,46.163,-41.039,12701.000,11877.938,11501.000,4.258,-40,40,-40,4.258,8.838
480,-73.917,18.457,-77.627,-133.011,23.478,-64.663,7807.000,11032.930,9031.000,60.708,-80,10,-80,60.707,10.684
481,-49.456,-22.686,-52.827,-49.823,-26.675,-54.377,10090.000,11333.549,10090.000,4.296,-50,-30,-60,4.295,10.259
482,46.314,-3.307,-42.501,41.703,-3.695,-43.670,11359.000,11066.069,11359.000,4.773,40,-10,-50,4.773,11.870
483,-24.788,45.577,-11.629,-14.574,43.336,1.542,15102.000,10819.087,17503.000,16.817,-30,40,-20,16.817,11.329
484,-71.615,46.040,-29.603,-109.764,33.504,-60.037,13897.000,12372.125,9064.000,50.386,-80,40,-30,50.386,10.342
485,-5.584,24.335,-39.251,-2.764,21.865,-40.712,12644.000,12694.489,11444.000,4.024,-10,20,-40,4.023,6.233
486,50.589,-11.384,-5.982,64.070,9.692,33.185,16130.000,15613.200,20991.000,46.476,50,-20,-10,46.476,9.525
487,-77.473,9.917,-17.330,-92.431,27.657,-36.405,14977.000,13571.729,12635.000,30.038,-80,0,-20,30.038,10.576
488,65.618,5.388,-10.570,69.628,7.806,-10.793,14991.000,17066.164,14991.000,4.688,60,0,-20,4.688,12.228
489,-0.990,-8.359,-0.747,-7.321,-5.976,12.463,16154.000,14838.732,18554.000,14.840,-10,-10,-10,14.841,13.019
490,22.243,-14.743,-45.000,26.596,-24.114,-112.368,11327.000,15020.428,2897.000,68.156,20,-20,-50,68.156,7.594
491,-91.585,10.948,-46.116,-93.324,13.086,-51.150,11405.000,10764.115,10205.000,5.739,-100,10,-50,5.739,9.316
492,-53.501,16.404,-63.739,-84.007,31.006,56.647,9009.000,12256.089,23466.000,125.046,-60,10,-70,125.046,11.066
493,39.752,-15.477,-79.580,47.311,-10.770,-62.956,7728.000,8635.870,8929.000,18.859,30,-20,-80,18.859,10.758
494,-24.630,46.241,-5.243,-29.418,50.429,-7.009,16302.000,14904.974,16332.000,6.601,-30,40,-10,6.602,9.509
495,39.141,46.337,-57.733,40.130,43.665,-60.502,10308.000,8538.232,9109.000,3.973,30,40,-60,3.973,11.351
496,-79.102,11.182,-64.740,-81.471,18.239,-76.413,9007.000,10456.016,7806.000,13.845,-80,10,-70,13.845,5.465
497,72.596,48.949,-16.275,86.398,61.353,-14.133,15112.000,14781.878,15173.000,18.680,70,40,-20,18.680,10.035
498,-37.897,-3.193,-79.045,-124.065,-170.193,79.105,7751.000,7923.461,25232.000,245.612,-40,-10,-80,245.612,7.188
499,-62.940,-47.475,-12.447,0.641,-153.207,145.884,14828.000,10242.839,33705.000,200.725,-70,-50,-20,200.725,10.643
500,23.778,-27.057,-63.166,24.961,-30.806,-60.141,8897.000,10748.573,8867.000,4.960,20,-30,-70,4.960,8.345
501,57.886,-19.887,-3.306,52.428,-17.329,6.473,16130.000,16466.150,17330.000,11.488,50,-20,-10,11.487,10.345
502,-13.030,30.758,-17.139,-23.744,28.904,-3.349,15073.000,15537.088,16242.000,17.560,-20,30,-20,17.561,7.572
503,2.772,-31.830,-69.390,-0.221,-28.291,-73.249,8865.000,7605.971,7694.000,6.030,0,-40,-70,6.031,8.649
504,-29.939,44.773,-28.653,-31.445,48.079,-19.993,13902.000,13080.103,15101.000,9.392,-30,40,-30,9.391,4.960
505,-62.714,-37.301,-30.166,-69.894,-32.136,-21.919,12458.000,13136.328,13658.000,12.093,-70,-40,-40,12.093,12.533
506,66.916,37.659,-27.202,92.995,54.999,57.987,13881.000,13727.200,23544.000,90.763,60,30,-30,90.763,10.692
507,3.858,-27.044,-74.137,2.468,-32.524,-75.424,7695.000,9492.380,7665.000,5.798,0,-30,-80,5.798,7.616
508,80.189,48.491,-55.441,88.304,48.135,-62.699,10313.000,9518.020,9113.000,10.893,80,40,-60,10.893,9.639
509,76.847,1.072,-36.389,80.392,4.521,-21.264,12592.000,12133.471,13793.000,15.913,70,0,-40,15.913,7.815
510,-95.371,-19.102,-72.015,-90.833,-6.893,-15.876,7715.000,9865.206,14945.000,57.630,-100,-20,-80,57.630,9.273
511,-32.465,-40.265,-23.481,-33.194,-43.480,-20.282,13631.000,15434.099,13631.000,4.594,-40,-50,-30,4.594,13.930
512,53.687,49.858,-64.448,49.688,55.846,-71.243,9110.000,9660.986,7939.000,9.901,50,40,-70,9.901,11.900
513,29.824,41.633,-42.282,30.938,42.384,-48.520,11507.000,12483.688,11508.000,6.380,20,40,-50,6.381,12.599
514,-4.190,45.957,-56.730,-3.241,41.914,-52.310,10304.000,13434.400,10304.000,6.065,-10,40,-60,6.065,8.941
515,-63.496,-46.809,-68.391,-59.905,-45.225,-64.385,8828.000,9051.543,8829.000,5.608,-70,-50,-70,5.608,7.421
516,-63.526,-27.585,-73.189,-63.796,-38.766,-71.647,7688.000,8880.479,7658.000,11.290,-70,-30,-80,11.290,9.702
517,-37.686,-11.813,-15.368,-38.827,-19.367,-19.368,14921.000,16377.097,14921.000,8.624,-40,-20,-20,8.624,9.687
518,20.932,47.297,-1.662,16.702,32.684,-28.694,16307.000,15845.624,13876.000,31.019,20,40,-10,31.019,11.119
519,6.615,-33.261,-68.785,-1.322,-29.430,-73.664,8865.000,7591.462,7694.000,10.074,0,-40,-70,10.074,9.521
520,-3.404,6.423,-4.246,-6.155,3.895,6.992,16184.000,16432.609,17384.000,11.842,-10,0,-10,11.843,10.857
521,-63.413,0.261,-12.238,-63.423,-6.740,-7.146,14978.000,13693.719,16148.000,8.657,-70,0,-20,8.657,10.184
522,-27.421,-11.301,-11.152,-20.316,-20.244,16.248,14922.000,13729.719,18492.000,29.686,-30,-20,-20,29.685,12.673
523,-19.445,-1.008,-52.767,-15.721,0.802,-46.309,10153.000,10380.757,11383.000,7.671,-20,-10,-60,7.671,11.553
524,14.769,39.734,-3.660,20.495,38.876,11.291,16276.000,15716.415,18677.000,16.033,10,30,-10,16.033,12.557
525,-34.977,-20.811,-3.933,-43.188,-9.971,-2.119,16091.000,15252.004,16150.000,13.720,-40,-30,-10,13.719,12.103
526,91.393,-21.812,-15.739,96.737,-23.111,-16.752,14904.000,11872.067,14904.000,5.592,90,-30,-20,5.592,9.335
527,83.788,35.790,-12.927,70.919,32.389,-19.962,15083.000,14856.224,15082.000,15.056,80,30,-20,15.056,9.894
528,-52.091,14.211,-56.010,-53.806,25.539,-53.344,10209.000,11582.738,10239.000,11.763,-60,10,-60,11.763,9.808
529,-82.778,-35.119,-27.533,-66.067,-14.044,-13.023,13656.000,13535.338,14918.000,30.560,-90,-40,-30,30.561,9.059
530,-22.786,-18.348,-60.962,-28.295,-19.078,-63.185,8922.000,12184.469,8922.000,5.986,-30,-20,-70,5.985,11.681
531,72.117,-10.503,-26.846,93.055,17.765,-6.500,13732.000,14341.183,16224.000,40.638,70,-20,-30,40.638,10.229
532,-17.902,43.460,-6.522,-11.244,54.441,-58.362,16303.000,16223.883,10333.000,53.407,-20,40,-10,53.407,5.336
533,79.444,27.657,-33.556,81.437,28.564,-36.839,12652.000,11870.247,12653.000,3.946,70,20,-40,3.946,13.760
534,-42.660,-5.263,-40.944,-42.115,-5.269,-33.517,11350.000,12842.868,12550.000,7.447,-50,-10,-50,7.447,12.583
535,-27.168,17.181,-12.436,-26.196,8.766,-7.607,15012.000,16389.764,16182.000,9.751,-30,10,-20,9.751,10.807
536,18.729,24.267,-35.346,17.458,26.573,-46.202,12646.000,12133.338,11446.000,11.171,10,20,-40,11.171,10.773
537,24.150,25.614,-26.689,21.931,25.117,-22.144,13847.000,13980.486,13847.000,5.082,20,20,-30,5.082,7.727
538,-89.290,25.821,-17.513,-132.180,60.468,-20.106,15036.000,14693.044,13951.000,55.197,-90,20,-20,55.197,6.370
539,7.158,-49.164,-39.302,5.624,-45.825,-32.496,12435.000,12896.506,12435.000,7.735,0,-50,-40,7.735,7.240
540,55.602,-37.267,-35.178,60.856,-30.569,-37.774,12470.000,12722.241,12471.000,8.900,50,-40,-40,8.900,7.881
541,-67.332,9.386,-76.832,-84.507,5.079,-86.548,7778.000,9434.093,6576.000,20.197,-70,0,-80,20.197,10.259
542,32.937,-7.217,-72.353,34.798,-16.071,-84.107,7758.000,10165.217,6528.000,14.833,30,-10,-80,14.833,8.651
543,9.205,31.091,-78.338,13.081,35.077,-81.801,7875.000,8317.327,6676.000,6.550,0,30,-80,6.550,9.417
544,-52.417,1.340,-43.656,-43.764,-3.404,-44.017,11379.000,12149.720,11350.000,9.875,-60,0,-50,9.875,9.977
545,-6.302,35.494,-55.979,-5.545,30.942,-53.026,10274.000,8737.404,10274.000,5.479,-10,30,-60,5.478,7.748
546,90.301,-32.100,-29.109,92.953,-28.496,-5.185,13674.000,13295.567,16104.000,24.339,90,-40,-30,24.339,7.956
547,39.084,-3.567,-56.491,39.733,-16.686,-63.987,10158.000,10221.940,8928.000,15.123,30,-10,-60,15.123,11.671
548,-29.880,-30.999,-2.100,-41.218,-45.112,-25.068,16062.000,15462.160,13630.000,29.245,-30,-40,-10,29.245,11.977
549,-3.554,-8.634,-21.897,-5.935,-17.375,-3.362,13754.000,15091.853,16124.000,20.631,-10,-10,-30,20.631,10.444
550,71.917,24.139,-75.043,58.400,23.128,-83.800,7852.000,9634.688,6650.000,16.138,70,20,-80,16.137,6.736
551,56.511,-34.879,-5.511,55.383,-21.606,-11.348,16070.000,15408.166,14900.000,14.544,50,-40,-10,14.544,9.422
552,49.401,22.127,-34.926,47.506,16.517,-28.345,12649.000,12843.912,13819.000,8.852,40,20,-40,8.853,10.893
553,-14.934,15.620,-4.334,-3.087,15.518,8.591,16213.000,15119.533,17414.000,17.533,-20,10,-10,17.533,9.453
554,-96.028,-8.240,-6.211,-93.402,-2.512,8.557,16145.000,13529.549,17345.000,16.056,-100,-10,-10,16.056,5.765
555,79.267,-8.202,-79.269,15.601,-26.859,-135.282,7762.000,8184.876,496.000,86.827,70,-10,-80,86.827,9.468
556,74.748,37.396,-76.978,77.603,34.823,-74.983,7882.000,7958.767,7882.000,4.330,70,30,-80,4.330,9.294
557,79.278,43.590,-27.130,85.150,44.793,-28.994,13912.000,11134.965,13913.000,6.277,70,40,-30,6.277,10.354
558,-51.199,33.042,-15.273,-48.219,30.209,-5.638,15069.000,13129.239,16270.000,10.476,-60,30,-20,10.476,10.443
559,-60.708,23.751,-56.573,-65.894,22.856,-42.204,10238.000,11397.089,11438.000,15.302,-70,20,-60,15.302,10.590
560,52.111,-6.922,-66.617,48.506,-10.972,-61.093,8960.000,10673.667,8929.000,7.740,50,-10,-70,7.740,5.037
561,-54.452,-40.933,-28.286,-54.300,-30.443,-14.471,13629.000,14018.794,14859.000,17.347,-60,-50,-30,17.347,10.767
562,84.500,-15.532,-31.045,88.884,-2.972,-22.146,12533.000,12518.597,13763.000,16.005,80,-20,-40,16.005,10.973
563,-51.239,-32.907,-17.279,-51.686,-35.693,-11.677,14859.000,14221.218,14859.000,6.273,-60,-40,-20,6.272,11.596
564,62.766,-29.404,-28.085,64.117,-33.999,-24.163,13701.000,13501.920,13671.000,6.191,60,-30,-30,6.190,3.417
565,-57.940,27.976,-13.014,-45.327,32.976,0.083,15039.000,13444.254,17470.000,18.858,-60,20,-20,18.858,10.801
566,-17.876,16.619,-24.026,-18.643,19.842,-3.580,13813.000,15520.474,16213.000,20.713,-20,10,-30,20.713,9.166
567,23.061,14.807,-10.981,13.803,14.272,-6.537,15017.000,14049.814,16216.000,10.284,20,10,-20,10.283,10.669
568,-16.805,7.843,-33.201,-11.747,13.700,-27.401,12583.000,13339.503,13813.000,9.671,-20,0,-40,9.671,10.860
569,48.742,1.992,-27.117,51.748,3.497,-23.115,13789.000,13342.144,13790.000,5.226,40,0,-30,5.227,9.418
570,25.671,37.376,-20.671,24.746,45.223,-21.282,13877.000,15491.758,13907.000,7.925,20,30,-30,7.925,13.176
571,37.354,-19.819,-14.442,35.867,-24.834,6.123,14928.000,15868.311,17298.000,21.220,30,-20,-20,21.220,9.220
572,-6.877,48.913,-42.014,-11.720,45.014,-45.087,11504.000,13294.469,11503.000,6.936,-10,40,-50,6.935,12.368
573,-73.642,-40.405,-4.136,-75.983,-40.563,-1.671,16027.000,15521.038,16027.000,3.403,-80,-50,-10,3.403,12.918
574,-52.017,-34.298,-58.206,-53.939,-33.951,-47.491,10059.000,10625.506,11259.000,10.892,-60,-40,-60,10.892,9.973
575,2.215,16.193,-71.184,4.121,8.710,-72.157,7815.000,11045.118,7785.000,7.783,0,10,-80,7.783,10.999
576,-26.178,-33.513,-10.974,-26.049,-33.724,-6.584,14862.000,15536.363,16062.000,4.397,-30,-40,-20,4.397,11.754
577,92.446,7.761,-18.643,97.549,3.000,-14.361,14994.000,14814.879,14994.000,8.188,90,0,-20,8.188,8.250
578,48.982,15.865,-75.502,55.281,21.572,-84.166,7819.000,9756.517,6650.000,12.137,40,10,-80,12.137,11.632
579,-28.361,41.777,-52.082,-19.512,46.356,-57.135,10302.000,12185.363,10303.000,11.172,-30,40,-60,11.172,8.279
580,34.241,26.073,-3.392,38.798,30.416,-1.580,16248.000,17067.266,16278.000,6.550,30,20,-10,6.551,9.926
581,5.925,41.922,-66.888,6.631,36.815,-50.402,9105.000,9613.493,10275.000,17.273,0,40,-70,17.273,6.963
582,-24.461,21.875,-62.322,-27.445,27.694,-59.056,9042.000,9991.757,10242.000,7.309,-30,20,-70,7.310,9.651
583,88.807,-5.931,-39.842,88.913,-6.919,-31.279,12563.000,13349.064,12563.000,8.620,80,-10,-40,8.620,9.703
584,66.617,12.208,-40.037,71.177,8.930,-45.117,11421.000,11747.925,11392.000,7.573,60,10,-50,7.573,12.162
585,42.648,-30.098,-5.656,34.434,-57.070,-44.655,16069.000,15508.515,11208.000,48.124,40,-40,-10,48.124,11.132
586,-73.767,38.053,-47.277,-68.910,35.121,-48.945,11467.000,11724.257,11468.000,5.914,-80,30,-50,5.913,10.541
587,-37.959,-29.250,-53.086,-41.603,-27.758,-52.810,10091.000,8460.938,10090.000,3.947,-40,-30,-60,3.947,7.248
588,74.503,7.705,-17.216,82.339,4.584,-24.217,14992.000,12692.605,13793.000,10.961,70,0,-20,10.962,9.349
589,64.827,14.615,-49.972,71.342,13.530,-52.344,11421.000,12057.374,10222.000,7.017,60,10,-50,7.018,6.678
590,69.813,7.177,-73.112,73.132,-5.114,-73.220,7791.000,13036.841,7762.000,12.731,60,0,-80,12.732,13.973
591,-77.950,-6.483,-4.713,-77.525,-3.522,-2.768,16147.000,14628.180,16147.000,3.568,-80,-10,-10,3.568,6.673
592,-69.200,25.305,-25.387,-69.334,35.817,-25.036,13838.000,14238.693,13868.000,10.518,-70,20,-30,10.519,7.076
593,90.981,24.628,-73.913,76.601,47.969,-96.374,7854.000,10332.136,5512.000,35.441,90,20,-80,35.441,7.709
594,-17.556,12.373,-45.168,-24.061,-34.472,-90.661,11413.000,11657.023,5262.000,65.623,-20,10,-50,65.623,5.912
595,-43.167,44.066,-25.358,-81.790,45.083,81.909,13900.000,14250.918,27096.000,114.013,-50,40,-30,114.013,9.207
596,78.614,-3.479,-68.910,84.115,-11.191,-67.678,8962.000,7588.998,8933.000,9.553,70,-10,-70,9.553,10.859
597,-31.206,-43.124,-48.154,-15.308,-46.402,-52.469,11231.000,9003.170,10033.000,16.796,-40,-50,-50,16.796,11.315
598,-26.585,-49.766,-42.391,46.714,-103.358,-47.748,11232.000,10918.234,11059.000,90.959,-30,-50,-50,90.959,8.343
599,4.642,31.258,-67.263,0.295,36.592,-62.848,9075.000,8877.516,9075.000,8.176,0,30,-70,8.176,5.534
600,75.980,-7.601,-34.101,70.079,-10.560,-37.666,12562.000,10590.025,12532.000,7.502,70,-10,-40,7.502,8.736
601,55.082,4.035,-39.253,65.778,4.202,-25.210,12590.000,14403.647,13791.000,17.653,50,0,-40,17.653,6.532
602,-80.473,10.020,-3.142,-91.410,-14.703,-20.642,16206.000,16304.230,13715.000,32.205,-90,10,-10,32.204,11.739
603,-62.968,-31.361,-44.745,-65.749,-20.115,-44.764,11258.000,10622.459,11288.000,11.584,-70,-40,-50,11.585,12.317
604,39.139,3.571,-24.828,42.942,6.794,-31.757,13788.000,11592.729,12589.000,8.536,30,0,-30,8.536,11.092
605,-59.798,-14.096,-0.312,-58.179,-9.180,4.413,16119.000,15466.729,17349.000,7.008,-60,-20,-10,7.008,11.347
606,9.315,-49.952,-66.299,-59.417,-186.841,-19.315,8835.000,11331.899,14409.000,160.220,0,-50,-70,160.219,10.023
607,-57.945,48.941,-46.748,-64.425,45.505,-46.351,11499.000,9567.917,11498.000,7.345,-60,40,-50,7.345,9.733
608,23.288,22.710,-24.758,114.900,198.000,-87.204,13847.000,13146.480,7166.000,207.410,20,20,-30,207.410,6.755
609,-30.175,21.542,-70.628,-28.233,22.776,-78.878,7841.000,8229.790,7842.000,8.565,-40,20,-80,8.565,13.665
610,80.152,46.701,-5.840,81.631,49.739,3.513,16313.000,14595.889,17513.000,9.945,80,40,-10,9.945,7.889
611,-26.566,-25.931,-50.106,-30.974,-23.934,-43.112,10092.000,12609.459,11291.000,8.505,-30,-30,-60,8.505,11.236
612,-96.638,10.008,-42.394,-91.251,16.871,11.405,11405.000,12198.143,18605.000,54.502,-100,10,-50,54.502,8.316
613,-13.169,-45.743,-23.392,-9.838,-44.375,-17.880,13633.000,14084.494,14834.000,6.583,-20,-50,-30,6.584,10.414
614,76.288,-40.446,-7.559,79.458,-39.323,-2.900,16042.000,13183.712,16072.000,5.746,70,-50,-10,5.746,11.695
615,-43.864,-15.730,-73.372,-34.807,-19.095,-78.165,7720.000,7295.497,7721.000,10.785,-50,-20,-80,10.785,9.991
616,40.779,-43.160,-4.446,122.657,-197.387,27.569,16039.000,15046.930,19227.000,177.525,40,-50,-10,177.524,8.845
617,31.273,20.018,-12.826,-21.697,197.997,117.716,15048.000,13961.235,31152.000,226.988,30,20,-20,226.988,7.286
618,39.011,-30.906,-35.958,47.020,-32.338,-26.713,12468.000,14128.297,13669.000,12.315,30,-40,-40,12.315,13.425
619,-12.426,19.104,-16.276,-6.701,19.203,-19.602,15013.000,13446.991,15014.000,6.621,-20,10,-20,6.622,12.414
620,32.760,18.798,-20.697,31.000,14.101,-21.317,13818.000,14821.082,13818.000,5.053,30,10,-30,5.054,13.098
621,29.462,12.280,-44.127,40.060,8.363,-34.059,11417.000,11793.046,12589.000,15.134,20,10,-50,15.134,11.367
622,57.433,-19.110,-8.051,54.601,-22.296,-20.826,16130.000,15900.627,13700.000,13.467,50,-20,-10,13.467,7.736
623,-47.613,-15.605,-40.780,-54.920,-12.378,-24.907,11320.000,12262.354,13719.000,17.770,-50,-20,-50,17.770,10.489
624,-46.994,20.659,-38.408,-48.554,23.130,-41.789,12640.000,12505.897,11440.000,4.469,-50,20,-40,4.469,3.465
625,76.129,7.837,-34.932,83.519,11.297,-28.333,12592.000,13472.990,13823.000,10.494,70,0,-40,10.494,11.165
626,14.748,-25.484,-14.134,16.422,-15.085,-34.305,14896.000,15685.258,12526.000,22.755,10,-30,-20,22.755,8.795
627,65.032,40.647,-57.039,63.349,48.797,-56.797,10311.000,9932.056,10311.000,8.325,60,40,-60,8.325,5.874
628,5.834,38.190,-3.663,10.438,44.334,0.975,16275.000,14163.044,17506.000,8.970,0,30,-10,8.970,11.886
